Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DJANIRA BEZERRA DOS REIS;12032620;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA PRAIA DO AMAPA, SN PRAIA DO AMAPA. 69906-640 Rio Branco - AC.";(68) 32216866;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-10.00876859;-67.83039691
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC HUMAITA;12032743;AC;Assis Brasil;Rural;A escola não está em área de localização diferenciada;Pública;"SGAL PARAGUACU COLOCACAO HUMAITA, 69935-000 Assis Brasil - AC.";(68) 999836076;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA KESHUANI SHANENAWA;12032751;AC;Feijó;Rural;Terra indígena;Pública;"ALDEIA SHANEKAYA TECHO FEIJO TARAUACA, TI ALDEIA SHANEKAYA. 69960-000 Feijó - AC.";(68) 34632183;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA DANIEL ASHANINKA;12032760;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA ISOLADOS, S/N ALDEIA REMANSO. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA TXANA;12032794;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INDIGENA ALDEIA DO CARDOZO, 69960-000 Feijó - AC.";(68) 34632183;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FREI ANDRE MARIA FICARELLI;12032808;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRANCO SILVA 32, 12 KM 05. CIDADE DO POVO. 69909-190 Rio Branco - AC.";(68) 99916564;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.0254335;-67.7535734
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA HILDA SIQUEIRA;12032816;AC;Marechal Thaumaturgo;Rural;Terra indígena;Pública;"ALDEIA HILDA SIQUEIRA, SN CASA. RURAL. 69983-000 Marechal Thaumaturgo - AC.";(68) 992577102;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INFANTIL CECILIA MEIRELES;12032824;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO NETO DA SILVA, 12 NOVA ESPERANCA. 69915-244 Rio Branco - AC.";(68) 32264093;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-9.9766871;-67.8377369
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INFANTIL PROF FRANCISCO GERNILAN GOMES DE ALMEIDA;12032883;AC;Marechal Thaumaturgo;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RAIMUNDO MARGARIDA, S/N PREDIO. SAO FRANCISCO, PUERINHA. 69983-000 Marechal Thaumaturgo - AC.";(68) 984225178;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-8.9468627;-72.7905061
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC FRANCISCO GERMANO DA SILVA;12032905;AC;Brasiléia;Rural;Área de assentamento;Pública;"ESTRADA DO PACIFICO KM 68, ESTRADA DO PACIFICO. ZONA RURAL. 69932-000 Brasiléia - AC.";(68) 35464643;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-11.0007707;-68.7511975
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI JORGE LUIS VENANCIO PINTO;12032913;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CARLOTA JOAQUINA, LOT. VALE DO CARANDA. FLORESTA SUL. 69912-534 Rio Branco - AC.";(68) 992287778;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.98957178;-67.83422656
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI JOSE ANACLETO GOMES;12032921;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DOS IPES - RUA CANARIO, 205 LOTEAMENTO ANDIRA. LOTEAMENTO SANTA LUZIA. 69903-343 Rio Branco - AC.";;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.927573516;-67.81832415
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI MARIA DANILA POMPEU;12032930;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRANCO SILVA, S/N CIDADE DO POVO. 69909-190 Rio Branco - AC.";(68) 999543578;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-10.02662774;-67.75448836
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA FONTE DE LUZ;12032948;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"ALDEIA POVO VENCEDOR, S/N RIO PURUS. ZONA RURAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151066;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA BARROSO FILHO;12032956;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"ALDEIA GRUPO SANTA MARIA, S/N RIO PURUS. ZONA RURAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151066;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA VITORIA TORRES;12032964;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"ALDEIA NOVA LIBERDADE, S/N RIO PURUS. ZONA RUAL. 69955-000 Santa Rosa do Purus - AC.";(68) 36151066;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI MARIA SILVESTRE DE FRANCA;12032972;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SERVIA, S/N LOTEAMENTO CABREUVA. JOAO PAULO. 69912-078 Rio Branco - AC.";(68) 32255314;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.99533442;-67.84008249
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC COSMO CARNEIRO TORRES;12032980;AC;Bujari;Rural;A escola não está em área de localização diferenciada;Pública;"ASSENTAMENTO WALTER ARCER, ZONA RURAL. 69926-000 Bujari - AC.";(68) 999114593;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI KAUA KENNEDY DOS SANTOS;12032999;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO CALAFATE - RUA 08 QUADRA 03, S/N CONJUNTO AROEIRA. CALAFATE. 69914-320 Rio Branco - AC.";(68) 992445226;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.98188242;-67.89334387
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA RAINHA;12033006;AC;Jordão;Rural;Terra indígena;Pública;"ALDEIA REINO DA ESTRELA, 69975-000 Jordão - AC.";(68) 992350583;Municipal;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA NOVA VIDA;12033030;AC;Assis Brasil;Rural;Terra indígena;Pública;"ALDEIA LIBERDADE, 69935-000 Assis Brasil - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALCIDES ALVES DOS REIS;12033049;AC;Sena Madureira;Rural;Área de assentamento;Pública;"BR 364 SENA/ MANOEL URBANO RAMAL DO 34, 69940-000 Sena Madureira - AC.";;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CRECHE JACAMIM;12033073;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DOUTOR MARIO MAIA, 41 CONJUNTO OSCAR PASSOS I. 69901-664 Rio Branco - AC.";(68) 999367127;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-9.95460374;-67.79819669
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI LUIZ ROBERTO PEDRON;12033081;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RAIMUNDO TARGINO, RESIDENCIAL ROSA LINDA. 69909-030 Rio Branco - AC.";;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-10.02131098;-67.77764753
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CRECHE MUNICIPAL PADRE PAULINO MARIA BALDASSARRI;12033090;AC;Sena Madureira;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA GUANABARA, VITORIA. 69940-000 Sena Madureira - AC.";(68) 984277508;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-9.0745068;-68.6557442
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC VICENTE BESSA;12033103;AC;Assis Brasil;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CRUZEIRO DO SUL, S/N CIDADE NOVA. 69935-000 Assis Brasil - AC.";(68) 992124577;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.9298363;-69.5523146
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CRECHE MAURO LIMA;12033111;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MAJOR LADISLAU FERREIRA, 243 DOM GIOCONDO. 69900-279 Rio Branco - AC.";(68) 992249385;Municipal;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-9.9711215;-67.8206527
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA JOSE BEZERRA FONTES;12033120;AC;Cruzeiro do Sul;Rural;Área de assentamento;Pública;"BR 364 RAMAL DO JAMES, 69980-000 Cruzeiro do Sul - AC.";(68) 33221081;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA CORACAO DA FLORESTA;12033146;AC;Feijó;Rural;Terra indígena;Pública;"TERRA INGENA KATUKINA BR 364 KM 15 FEIJO/TARAUACA, S/N ALDEIA CORACAO DA FL. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34632183;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA XINAWEDA;12033154;AC;Sena Madureira;Rural;Terra indígena;Pública;"TERRA INDIGENA CAYAPUCA ALDEIA SANTA FE RIO PURUS, 69940-000 Sena Madureira - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ASAS DE AGUIA;12033162;AC;Marechal Thaumaturgo;Rural;A escola não está em área de localização diferenciada;Pública;"COMUNIDADE VILA RESTAURACAO, S/N RIO TEJO. ZONA RURAL. 69983-000 Marechal Thaumaturgo - AC.";(68) 992183926;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ALTINA DE OLIVEIRA ALVES;12033170;AC;Sena Madureira;Rural;Área de assentamento;Pública;"SGAL PROVIDENCIA CAPITAL, COMUNIDADE QUEIMADAS. 69940-000 Sena Madureira - AC.";(68) 999772560;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC GERALDO PINTO CORREIA FILHO;12033189;AC;Marechal Thaumaturgo;Rural;A escola não está em área de localização diferenciada;Pública;"VILA TRIUNFO, S/N BAIXO RIO JURUA. ZONA RURAL. 69983-000 Marechal Thaumaturgo - AC.";(68) 992183926;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ZAIDA DE MELO FREIRE VIANA;12033197;AC;Jordão;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL JAMINAWA BAIXO RIO TARAUACA, 69975-000 Jordão - AC.";(68) 99327967;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUNICIPAL JOSE ALVES DE OLIVEIRA;12033219;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 BAIXO RIO CAMPINAS, 69980-000 Cruzeiro do Sul - AC.";(68) 999228283;Municipal;Não Informado;Não;Não;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUNICIPAL REGINA MAIA BRAGA;12033235;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"PASSO FUNDO, S/N ESCOLA. ESTRADA DO SAO LUIS. 69980-000 Cruzeiro do Sul - AC.";(68) 33221081;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC LORENCIO GONCALVES DA SILVA;12033251;AC;Santa Rosa do Purus;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL BALBINO, 69955-000 Santa Rosa do Purus - AC.";(68) 36154043;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA MARINHO;12033260;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"TERRA INDIGENA -ALDEIA NOVO MARINHO, 69955-000 Santa Rosa do Purus - AC.";;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA SAMPAIO SIA;12033278;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"TERRA INDIGENA- NOVA ALIANCA, ALTO RIO PURUS. 69955-000 Santa Rosa do Purus - AC.";(68) 36151043;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA IVAN TUI HUNIKUI;12033286;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"TERRA INDIGENA- ALDEIA NOVA FRONTEIRA, 69955-000 Santa Rosa do Purus - AC.";;Estadual;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA TXANA MANA;12033294;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"TERRA INDIGENA - ALDEIA DOIS IRMAOS, 69955-000 Santa Rosa do Purus - AC.";;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA IKA MURU HUNIKUI;12033308;AC;Santa Rosa do Purus;Rural;Terra indígena;Pública;"TERRA INDIGENA -ALDEIA NOVO REPOUSO, 69955-000 Santa Rosa do Purus - AC.";;Estadual;Não Informado;Não;Não;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA BOM FUTURO;12033316;AC;Feijó;Rural;Terra indígena;Pública;"ALDEIA VINTE E UM TERRA INDIGENA KAMPA E ISOLADO, S/N ALTO RIO ENVIRA. ZONA RURAL. 69960-000 Feijó - AC.";(68) 34632132;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI JOSE MARIA MACIEL;12033324;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PADRE JOAO MARTINS, CIDADE DO POVO. 69909-280 Rio Branco - AC.";(68) 992206035;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-10.0239414;-67.7595995
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI OLINDINA BEZERRA DA COSTA;12033332;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CUPUACU, LOTEAMENTO JENIPAPO. PARQUE DOS SABIAS. 69903-190 Rio Branco - AC.";(68) 999867113;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.93178856;-67.81133041
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI PROFESSORA RITA BATISTA;12033340;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PAULO LEMOS DE MOURA LEITE, S/N PORTAL DA AMAZONIA. 69915-777 Rio Branco - AC.";(68) 992323755;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.96965282;-67.87020525
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC COLEGIO MILITAR TIRADENTES;12033359;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"ESTRADA DO CALAFATE, 4163 CALAFATE. 69914-320 Rio Branco - AC.";(68) 32253790;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-9.9770236;-67.8739934
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC COLEGIO MILITAR DOM PEDRO II;12033367;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA NONATO CORREIA LIMA, S/N LOTEAMENTO SANTO AFONSO. 69908-852 Rio Branco - AC.";(68) 999858057;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-10.0183183333333;-67.78058
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF MARIA CRISTINA NOGUEIRA DE MEDEIROS;12033375;AC;Epitaciolândia;Rural;A escola não está em área de localização diferenciada;Pública;"BR 317 KM 40 RAMAL DA FAZENDA FILIPINAS, 69934-000 Epitaciolândia - AC.";(68) 35465375;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CENTRO DE EDUCACAO PROFISSIONAL E TECNOLOGICO DE GASTRONOMIA E HOSPITALIDADE;12033383;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ORLEIR CAMELI, S/NUMERO PROX. DELEGACIA. CONJ.HABITACIONAL CIDADE DO POVO. 69920-223 Rio Branco - AC.";;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Profissional;;-10.02284457;-67.75060315
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA CANAAN;12033413;AC;Sena Madureira;Rural;Terra indígena;Pública;"TERRA INDIGENA CAYAPUCA, ALDEIA CANAAN. 69940-000 Sena Madureira - AC.";(68) 36122838;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA FIRMINO CHAVES;12033421;AC;Mâncio Lima;Rural;A escola não está em área de localização diferenciada;Pública;"RIO MOA COMUNIDADE SAO SALVADOR, 69990-000 Mâncio Lima - AC.";(68) 999732768;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA XINA VEDA;12033430;AC;Assis Brasil;Rural;Terra indígena;Pública;"ALDEIA VIDA NOVA, 69935-000 Assis Brasil - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA MANOEL RUFINO;12033448;AC;Assis Brasil;Rural;Terra indígena;Pública;"ALDEIA MULATEIRO, 69935-000 Assis Brasil - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC INDIGENA TKATSHI;12033456;AC;Assis Brasil;Rural;Terra indígena;Pública;"ALDEIA VIDA NA FLORESTA, 69935-000 Assis Brasil - AC.";;Estadual;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC ISAAC DAVILA;12033464;AC;Sena Madureira;Rural;A escola não está em área de localização diferenciada;Pública;"SERINGAL NOVA OLINDA RIO IACO, 69940-000 Sena Madureira - AC.";(68) 999772560;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC SAO PEDRO;12033472;AC;Sena Madureira;Rural;Área de assentamento;Pública;"BR 364-SENA MADUREIRA/MANUEL URBANO RAMAL DO 12, 69940-000 Sena Madureira - AC.";(68) 999772560;Municipal;Não Informado;Não;Em Tramitação;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MARIA DIONE BERNARDO MOTA;12033480;AC;Rodrigues Alves;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA 29 DE JUNHO Nº320 VILA SAO PEDRO, S/N PREDIO. ZONA RURAL. 69985-000 Rodrigues Alves - AC.";(68) 33421246;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO MILITAR ESTADUAL DOM PEDRO II - CZS;12033537;AC;Cruzeiro do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"BR 307, S/N KM 01. SANTA TEREZINHA. 69980-000 Cruzeiro do Sul - AC.";(68) 92252658;Estadual;Não Informado;Não;Em Tramitação;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";Atendimento Educacional Especializado;-7.588688382;-72.68604707
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC PROF CRISTINA MAIA;12033553;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA JORGE CARDOSO, 27.210 QD 9 C. CIDADE DO POVO. 69909-210 Rio Branco - AC.";(68) 999164021;Estadual;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-10.03021658;-67.76316821
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CEI DAVID RODRIGUES;12033561;AC;Rio Branco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MONTE CASTELO, S/N ALTO ALEGRE. 69921-323 Rio Branco - AC.";(68) 999775905;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.92744887;-67.82306821
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC CRUZEIRO DO SUL;12033570;AC;Cruzeiro do Sul;Rural;A escola não está em área de localização diferenciada;Pública;"BR 364 COMUNIDADE DO BOTO, S/N ESCOLA. 69980-000 Cruzeiro do Sul - AC.";(68) 999576279;Estadual;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;;
